MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
00018409da2d941df5463a564407aab7,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1165.0,0,7.0,0,,53447.0,1.0,1.0,1,201,70147.0,27.0,267,251,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,585.0,189457.0,4.0,5.0,2321.0,,476940.0,HDD,149434.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,35.0,148,FullAuto,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,556.0,63417.0,1,0.0,0.0,0,0,0.0,1.0,11.0,1
0001854cbf8598097588c73314c51399,win8defender,1.1.15100.1,4.9.10586.1106,1.273.1034.0,0,7.0,0,,53447.0,1.0,1.0,1,35,148234.0,27.0,45,60,windows10,x86,10.0.0.0,10586,768,th2,10586.1176.x86fre.th2_release_sec.170913-1848,Home,1.0,0,,0.0,74.0,RequireAdmin,1.0,1.0,SmallTablet,Windows.Desktop,2424.0,274167.0,4.0,5.0,1848.0,,29824.0,SSD,29206.0,0,1024.0,HandHeld,8.1,800.0,1280.0,Slate,lion,15.0,10.0.10586.1176,x86,th2_release_sec,10586,1176,Core,CORE,Update,8.0,31,Notify,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,142.0,1510.0,1,0.0,0.0,1,0,1.0,0.0,4.0,0
00018674e53a2322093a401954a613fd,win8defender,1.1.15200.1,4.10.209.0,1.275.445.0,0,7.0,0,,53447.0,1.0,1.0,1,107,57143.0,27.0,138,134,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19101.amd64fre.winblue_ltsb_escrow.180718-1800,Home,1.0,0,,0.0,333.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4142.0,131674.0,4.0,5.0,2296.0,,476940.0,HDD,458767.0,0,4096.0,Laptop,15.5,1366.0,768.0,Mobile,,,10.0.10586.420,amd64,th2_release,10586,420,Core,CORE,Update,20.0,83,FullAuto,0,IS_GENUINE,Retail,,,Retail,,142.0,53003.0,1,,0.0,0,0,0.0,0.0,1.0,0
00018972595926de2486649a370f1397,win8defender,1.1.15200.1,4.18.1807.18075,1.275.948.0,0,7.0,0,,49480.0,2.0,1.0,1,41,77174.0,18.0,52,217,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,189411.0,4.0,5.0,2417.0,,953869.0,HDD,952728.0,1,12288.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.17134.254,amd64,rs4_release,17134,254,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9.0,34,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63103.0,1,,0.0,0,0,0.0,0.0,10.0,1
00018ab62ec28df0ce795a2ac0f3fd2e,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1454.0,0,7.0,0,,53447.0,1.0,1.0,1,29,143057.0,11.0,35,171,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3890.0,290682.0,2.0,5.0,1970.0,,305245.0,HDD,304631.0,0,2048.0,Desktop,15.5,1360.0,768.0,Desktop,,4294967295.0,10.0.17134.228,x86,rs4_release,17134,228,Professional,PROFESSIONAL,Clean,26.0,119,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,361.0,12536.0,0,,0.0,0,0,0.0,1.0,10.0,1
00018eaae4389c515767f6643fb86e55,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1380.0,0,7.0,0,,23141.0,2.0,1.0,1,171,70765.0,18.0,211,182,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,135.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,3436.0,328840.0,4.0,5.0,2002.0,,476940.0,HDD,475054.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,lion,0.0,10.0.16299.125,amd64,rs3_release,16299,125,Professional,PROFESSIONAL,UUPUpgrade,29.0,125,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,0.0,142.0,12459.0,0,0.0,0.0,0,0,0.0,0.0,3.0,1
00019029ed67b4badc9ca9c1c7619591,win8defender,1.1.15200.1,4.8.10240.17443,1.275.1783.0,0,7.0,0,,53447.0,1.0,1.0,1,94,,18.0,277,75,windows10,x64,10.0.0.0,10240,768,th1,10240.17443.amd64fre.th1.170602-2340,Home,1.0,0,,0.0,53.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,260856.0,4.0,5.0,2519.0,,305245.0,HDD,99650.0,0,4096.0,Laptop,14.0,1366.0,768.0,Mobile,lion,0.0,10.0.10240.17443,amd64,th1_st1,10240,17443,Core,CORE,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0.0,0.0,NOT_SET,0.0,355.0,19951.0,0,0.0,0.0,0,0,0.0,0.0,11.0,1
0001922a97c1db20b027872c3f34fcd0,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1058.0,0,7.0,0,,53447.0,1.0,1.0,1,80,7182.0,18.0,101,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,Warn,1.0,1.0,Desktop,Windows.Desktop,4983.0,317701.0,12.0,5.0,3117.0,,238475.0,SSD,237894.0,0,16384.0,Desktop,27.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,52458.0,0,,0.0,0,0,0.0,1.0,3.0,1
000195672455da6bfed4e4e9479dc729,win8defender,1.1.15200.1,4.18.1807.18075,1.275.500.0,0,0.0,0,,53447.0,1.0,1.0,1,50,68034.0,,68,51,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,147610.0,4.0,5.0,2467.0,,152627.0,HDD,151638.0,0,2048.0,Notebook,12.1,1280.0,800.0,Mobile,lion,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,3.0,20,Notify,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,628.0,16079.0,0,0.0,0.0,0,0,0.0,0.0,3.0,0
000195b10b7bb7d7f9d884f0a21299ce,win8defender,1.1.15200.1,4.13.17134.1,1.275.941.0,0,7.0,0,,53447.0,1.0,1.0,1,168,,,89,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,AllInOne,Windows.Desktop,3035.0,263666.0,4.0,5.0,2407.0,,228936.0,SSD,228320.0,0,4096.0,Desktop,18.5,1366.0,768.0,Desktop,,4294967295.0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,IBSClean,14.0,49,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,142.0,9411.0,0,,0.0,0,0,0.0,0.0,11.0,1
000196a4404ffb68c183de9a7470e830,win8defender,1.1.14800.3,4.14.17639.18041,1.267.1884.0,0,7.0,0,,53447.0,1.0,1.0,1,107,98813.0,18.0,138,134,windows10,x86,10.0.0.0,15063,256,rs2,15063.0.x86fre.rs2_release.170317-1834,Pro,1.0,0,,0.0,107.0,,1.0,1.0,Notebook,Windows.Desktop,4142.0,265093.0,2.0,5.0,1884.0,,152627.0,UNKNOWN,57341.0,0,1024.0,Notebook,10.0,1024.0,600.0,Mobile,,0.0,10.0.15063.608,x86,rs2_release,15063,608,Professional,PROFESSIONAL,IBSClean,20.0,83,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,807.0,2321.0,0,,0.0,0,0,0.0,0.0,1.0,0
000196efc6196a801de6345cc543d516,win8defender,1.1.15200.1,4.18.1807.18075,1.275.710.0,0,7.0,0,,53447.0,1.0,1.0,1,162,128794.0,27.0,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,260839.0,4.0,5.0,2525.0,,953869.0,HDD,953302.0,0,8192.0,Laptop,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,355.0,20107.0,1,0.0,0.0,0,0,0.0,0.0,13.0,0
0001984fe7c6563b505f9c9d5aa37fec,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1167.0,0,7.0,0,,7945.0,2.0,1.0,1,171,7076.0,,211,182,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171477.0,4.0,5.0,3499.0,,953869.0,HDD,926992.0,0,8192.0,Notebook,15.5,1024.0,768.0,Mobile,,0.0,10.0.15063.1206,amd64,rs2_release,15063,1206,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,29.0,125,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,13182.0,1,,0.0,0,0,0.0,1.0,3.0,0
00019bc1e9c8bb16a2fe2f5b64964718,win8defender,1.1.15200.1,4.18.1807.18075,1.275.199.0,0,7.0,0,,53447.0,1.0,1.0,1,141,98087.0,27.0,167,227,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Convertible,Windows.Desktop,2206.0,244535.0,4.0,5.0,3391.0,,476940.0,HDD,475514.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,lion,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,10.0,35,FullAuto,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,554.0,33070.0,0,0.0,0.0,0,0,0.0,1.0,10.0,1
00019dd8ad51f0921fa158d89755cf55,win8defender,1.1.15000.2,4.16.17656.18052,1.271.135.0,0,7.0,0,,53447.0,1.0,1.0,1,80,7182.0,27.0,101,107,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,230813.0,2.0,5.0,4337.0,,476940.0,HDD,435813.0,0,6144.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,6.0,28,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,500.0,15244.0,0,,0.0,0,0,0.0,0.0,3.0,0
0001a2872a726ad4149c28df8542c074,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1094.0,0,7.0,0,,49480.0,2.0,1.0,1,35,107225.0,18.0,45,60,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1953.0,202011.0,4.0,5.0,2452.0,,953869.0,HDD,936359.0,0,8192.0,Desktop,27.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,51032.0,0,,0.0,0,0,0.0,0.0,4.0,0
0001a299eeddc661fe639bf29d0fdcc6,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1574.0,0,7.0,0,,53447.0,1.0,1.0,0,155,82373.0,27.0,240,233,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,525.0,224650.0,8.0,5.0,2880.0,,715404.0,HDD,285317.0,0,32768.0,Notebook,17.3,1920.0,1080.0,Mobile,lion,0.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9.0,34,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,37640.0,1,0.0,0.0,0,0,0.0,0.0,10.0,1
0001a2f6bf90a849de6ac7280bce0549,win8defender,1.1.15200.1,4.18.1807.18075,1.275.569.0,0,7.0,0,,53447.0,1.0,1.0,1,66,130007.0,27.0,89,88,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,170976.0,2.0,5.0,1931.0,,476940.0,HDD,434318.0,0,4096.0,Notebook,17.2,1600.0,900.0,Mobile,,0.0,10.0.15063.1266,amd64,rs2_release,15063,1266,Core,CORE,Reset,14.0,49,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,628.0,24281.0,1,,0.0,0,0,0.0,1.0,5.0,1
0001a40a9858066fdfadb6dea160bc85,win8defender,1.1.15100.1,4.13.17134.1,1.273.1054.0,0,7.0,0,,53447.0,1.0,1.0,1,141,92213.0,27.0,167,227,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,230357.0,4.0,5.0,2523.0,,715404.0,HDD,250000.0,0,8192.0,Notebook,14.0,1024.0,768.0,Mobile,,0.0,10.0.17134.1,amd64,rs4_release,17134,1,Professional,PROFESSIONAL,IBSClean,9.0,34,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33066.0,0,,0.0,0,0,0.0,0.0,10.0,0
0001a4d46556b7c086b100b36830d9c1,win8defender,1.1.15200.1,4.18.1807.18075,1.275.866.0,0,7.0,0,,53447.0,1.0,1.0,1,207,128469.0,,277,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Convertible,Windows.Desktop,2102.0,245762.0,4.0,5.0,2697.0,,953869.0,HDD,939222.0,0,12288.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Core,CORE,UUPUpgrade,8.0,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33054.0,1,,0.0,1,0,0.0,0.0,13.0,0
0001a6aea7b55b85052601bad72667be,win8defender,1.1.15100.1,4.18.1807.18075,1.273.989.0,0,7.0,0,,9957.0,2.0,2.0,1,19,,27.0,24,55,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4730.0,312012.0,4.0,5.0,2255.0,,476940.0,HDD,237482.0,0,4096.0,Laptop,17.3,1600.0,900.0,Mobile,li-i,0.0,10.0.16299.248,amd64,rs3_release,16299,248,Core,CORE,UUPUpgrade,24.0,109,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,897.0,7314.0,0,0.0,0.0,0,0,0.0,0.0,15.0,0
0001a78d8ec54cdb41fb264beefa1270,win8defender,1.1.15200.1,4.11.15063.1155,1.275.941.0,0,7.0,0,,45157.0,2.0,1.0,1,60,49356.0,27.0,240,233,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Convertible,Windows.Desktop,2102.0,248411.0,4.0,5.0,2412.0,,953869.0,HDD,937407.0,0,8192.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.15063.1266,amd64,rs2_release,15063,1266,Core,CORE,Reset,9.0,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33108.0,1,,0.0,1,1,0.0,0.0,15.0,1
0001a78e607f8ecc5594d3c3df97107a,win8defender,1.1.14405.2,4.10.14393.1794,1.259.1663.0,0,7.0,0,2170.0,53447.0,1.0,1.0,1,29,23468.0,18.0,35,171,windows10,x86,10.0.0.0,14393,256,rs1,14393.2007.x86fre.rs1_release.171231-1800,Pro,1.0,0,,,98.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2474.0,256403.0,4.0,5.0,2257.0,,305245.0,HDD,119450.0,0,3072.0,UNKNOWN,14.0,1366.0,768.0,Mobile,lion,0.0,10.0.14393.2007,x86,rs1_release,14393,2007,Professional,PROFESSIONAL,Update,26.0,119,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,0.0,512.0,55602.0,0,0.0,0.0,0,0,0.0,0.0,10.0,0
0001a7d71d4e8371a3452506524059b0,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7.0,0,,53447.0,1.0,1.0,1,220,24282.0,,237,72,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,1443.0,256588.0,4.0,5.0,2640.0,,238475.0,SSD,237497.0,0,8192.0,Laptop,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.165,amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,355.0,20050.0,0,,0.0,0,0,0.0,1.0,11.0,1
0001ad5bdb83e44759ce62ec8831f679,win8defender,1.1.15200.1,4.18.1807.18075,1.275.11.0,0,7.0,0,,53447.0,1.0,1.0,1,203,,18.0,255,46,windows10,x86,10.0.0.0,17134,768,rs4,17134.1.x86fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,330909.0,4.0,5.0,1848.0,,29820.0,SSD,29203.0,0,2048.0,Notebook,11.6,1366.0,768.0,Mobile,,4294967295.0,10.0.17134.112,x86,rs4_release,17134,112,Core,CORE,IBSClean,39.0,160,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,68942.0,1,,0.0,0,0,1.0,0.0,7.0,0
0001af6558f5a7a93da8f1b82c03b547,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1562.0,0,7.0,0,,53447.0,1.0,1.0,1,66,148602.0,,89,88,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3035.0,263637.0,8.0,5.0,2966.0,,1907729.0,HDD,1906339.0,0,16384.0,Desktop,24.5,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Reset,14.0,49,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,63317.0,0,,0.0,0,0,0.0,1.0,5.0,1
0001aff4cbd542fc29f1e4e7e3303fde,win8defender,1.1.15200.1,4.18.1807.18075,1.275.431.0,0,7.0,0,,53447.0,1.0,1.0,0,21,109814.0,27.0,39,34,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,2668.0,115646.0,4.0,5.0,2551.0,,114473.0,SSD,113922.0,0,8192.0,Desktop,19.0,1024.0,768.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,IBSClean,2.0,11,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,628.0,19559.0,0,,0.0,0,0,0.0,0.0,3.0,1
0001b2010f2c0e657dff54dca120b44f,win8defender,1.1.14800.3,4.12.17007.18022,1.267.891.0,0,7.0,0,,53447.0,1.0,1.0,1,108,75425.0,,277,75,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,117.0,Off,0.0,1.0,Notebook,Windows.Desktop,,,4.0,5.0,2581.0,,115712.0,SSD,57219.0,0,4096.0,Notebook,13.4,1440.0,900.0,Mobile,lion,0.0,10.0.16299.309,amd64,rs3_release,16299,309,Professional,PROFESSIONAL,Upgrade,7.0,30,UNKNOWN,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,,,0,0.0,0.0,0,0,0.0,0.0,11.0,1
0001b35aa123e6fbc38cf5d8198687a6,win8defender,1.1.15000.2,4.18.1806.18062,1.271.617.0,0,7.0,0,,53447.0,1.0,1.0,1,66,134020.0,27.0,89,88,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171152.0,2.0,5.0,1985.0,,238475.0,HDD,191880.0,0,2048.0,Notebook,15.5,1366.0,768.0,Mobile,li-i,0.0,10.0.16299.522,amd64,rs3_release_svc_escrow,16299,522,Core,CORE,Refresh,14.0,49,Notify,0,IS_GENUINE,OEM:DM,,0.0,Unknown,0.0,628.0,26318.0,1,0.0,0.0,0,0,0.0,0.0,5.0,0
0001b45161a1b21e3d691170e96766f4,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1788.0,0,7.0,0,,53447.0,1.0,1.0,1,29,88585.0,,35,171,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,4490.0,325755.0,8.0,5.0,2797.0,,476940.0,HDD,475582.0,0,4096.0,Notebook,16.2,1600.0,900.0,Mobile,,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,26.0,119,Notify,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,56982.0,0,,0.0,0,0,0.0,0.0,10.0,1
0001b4a561005e00c1f403c1174845d1,win8defender,1.1.15200.1,4.18.1807.18075,1.275.491.0,0,3.0,1,,8925.0,2.0,0.0,1,95,145168.0,18.0,121,168,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,0.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,249271.0,4.0,5.0,2459.0,,476940.0,HDD,100000.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,4294967295.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,500.0,14260.0,0,0.0,0.0,0,0,0.0,0.0,11.0,0
0001b68edeae386627d687b4344aa419,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1413.0,0,7.0,0,,53447.0,1.0,1.0,1,35,161857.0,27.0,45,60,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,2102.0,245824.0,4.0,5.0,2697.0,,953869.0,HDD,441253.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33116.0,0,,0.0,0,0,0.0,0.0,4.0,1
0001bc0605a57345d16ae8c9f52549a9,win8defender,1.1.15200.1,4.18.1807.18075,1.275.138.0,0,7.0,0,,53447.0,1.0,1.0,1,68,40210.0,27.0,276,74,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171152.0,2.0,5.0,1985.0,,476940.0,HDD,433069.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,li-i,0.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Upgrade,8.0,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,628.0,26318.0,1,0.0,0.0,0,0,0.0,0.0,12.0,1
